feature	alteration_type	alteration	model_id	feature_match_1	feature_match_2	feature_match_3	feature_match_4	evidence	cancerhotspots_bin	cancerhotspots3D_bin	cgc_bin	cosmic_bin	gsea_pathways_bin	gsea_modules_bin
GRIN2A	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
HIF1A	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
IL6ST	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	1	1	1	1	1
KLF6	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
LARP4B	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
MAP2K4	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	1	0
MAP3K1	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	1	1
MAX	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	1	0
MC1R	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	0	1	0	1
MLH3	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	0	1	1	0
MLLT10	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
MLLT3	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
MYC	Amplification		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Clinical evidence	1	0	1	1	1	1
NCOR1	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
NFIB	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
PER1	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
PIK3R1	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	1	1	1	1	1
PLK2	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	1	0	1	0	1
PRPF8	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	0	1	0	1
PSIP1	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
PTPRK	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
RABEP1	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
RAD17	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	0	1	1
RAD50	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	0	1	1	0
RAD51B	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	0	1
SPECC1	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
TP53	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Guideline	1	1	1	1	1	1
TSHR	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
USP6	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
VHL	Amplification		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	1	1	1	1	1
YWHAE	Deletion		HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
ABL1	Amplification		HLC1_LUNG	1	0	0	0		0	0	1	1	1	0
APOBEC3B	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	0	1
ATP2B3	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	0	1
CD274	Deletion		HLC1_LUNG	1	1	0	0	Inferential	0	0	1	1	0	0
CDKN2A	Deletion		HLC1_LUNG	1	1	1	0	Preclinical	1	0	1	1	1	1
FGFR3	Deletion		HLC1_LUNG	1	0	0	0		1	1	1	1	1	1
FHIT	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	1	1
FOXA1	Deletion		HLC1_LUNG	0	0	0	0		1	1	1	1	0	1
FOXP1	Deletion		HLC1_LUNG	0	0	0	0		1	0	1	1	0	1
GRM3	Amplification		HLC1_LUNG	0	0	0	0		0	0	1	1	0	1
HGF	Amplification		HLC1_LUNG	0	0	0	0		1	0	0	1	1	0
IGF1R	Deletion		HLC1_LUNG	0	0	0	0		1	0	0	1	1	1
JAK2	Deletion		HLC1_LUNG	1	0	0	0		0	0	1	1	1	1
KDM6A	Deletion		HLC1_LUNG	0	0	0	0		1	0	1	1	0	0
MALT1	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	0	0
MAP2K4	Deletion		HLC1_LUNG	0	0	0	0		1	0	1	1	1	0
MLLT3	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	0	1
MYH9	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	0	1
NFIB	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	0	0
NRG1	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	0	1
PDCD1LG2	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	0	0
PSIP1	Deletion		HLC1_LUNG	0	0	0	0		0	0	1	1	0	0
PTPRD	Deletion		HLC1_LUNG	0	0	0	0		1	1	1	1	0	1
PTPRT	Deletion		HLC1_LUNG	0	0	0	0		1	0	1	1	0	1
SMAD4	Deletion		HLC1_LUNG	0	0	0	0		1	1	1	1	1	0
SMARCB1	Deletion		HLC1_LUNG	0	0	0	0		1	0	1	1	0	0
TACC3	Deletion		HLC1_LUNG	1	0	0	0		0	0	0	1	0	1
TNC	Amplification		HLC1_LUNG	0	0	0	0		0	0	1	1	0	1
TP63	Deletion		HLC1_LUNG	0	0	0	0		1	0	1	1	0	1
WHSC1	Deletion		HLC1_LUNG	0	0	0	0		1	0	1	1	0	1
ARHGAP5	Deletion		HLE_LIVER	0	0	0	0		0	0	1	1	0	0
CANT1	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	0
CTNNB1	Deletion		HLE_LIVER	1	0	0	0		1	0	1	1	1	0
CTNND2	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	0
CYLD	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	0
DIS3	Deletion		HLE_LIVER	0	0	0	0		1	0	0	1	0	1
ERCC5	Deletion		HLE_LIVER	0	0	0	0		0	0	1	1	0	1
GPC5	Deletion		HLE_LIVER	0	0	0	0		0	0	1	1	0	1
H3F3B	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	1
IRS2	Deletion		HLE_LIVER	0	0	0	0		1	0	0	1	0	1
MIR17HG	Deletion		HLE_LIVER	1	1	1	0	Preclinical	0	0	0	0	0	0
N4BP2	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	1
NTRK2	Deletion		HLE_LIVER	1	0	0	0		0	0	0	1	0	1
PPM1D	Deletion		HLE_LIVER	0	0	0	0		1	0	1	1	0	1
PTPRD	Deletion		HLE_LIVER	0	0	0	0		1	1	1	1	0	1
RB1	Deletion		HLE_LIVER	1	1	1	0	Guideline	1	1	1	1	1	1
RFWD3	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	0
RHOH	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	1
RNF213	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	1
RPTOR	Amplification		HLE_LIVER	0	0	0	0		1	0	0	1	0	0
SEPT9	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	0
SOX21	Deletion		HLE_LIVER	0	0	0	0		0	0	1	1	0	1
SRSF2	Amplification		HLE_LIVER	0	0	0	0		1	0	1	1	0	1
TMPRSS2	Amplification		HLE_LIVER	1	0	0	0		0	0	1	1	0	1
ZFHX3	Amplification		HLE_LIVER	0	0	0	0		0	0	1	1	0	1
PDE4DIP	Amplification		HLFA_FIBROBLAST	0	0	0	0		0	0	1	1	0	1
PTCH1	Amplification		HLFA_FIBROBLAST	0	0	0	0		0	0	1	1	1	1
APOBEC3B	Deletion		HLF_LIVER	0	0	0	0		0	0	1	1	0	1
ARHGAP5	Deletion		HLF_LIVER	0	0	0	0		0	0	1	1	0	0
ASXL1	Amplification		HLF_LIVER	1	0	0	0		0	0	1	1	0	0
AURKA	Amplification		HLF_LIVER	1	1	1	0	Preclinical	0	0	0	1	0	1
BCL11A	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	0	1
BRD3	Deletion		HLF_LIVER	0	0	0	0		0	0	1	1	0	0
CHST11	Deletion		HLF_LIVER	0	0	0	0		0	0	1	1	0	0
CTNNB1	Amplification		HLF_LIVER	1	0	0	0		1	0	1	1	1	0
DNMT3B	Amplification		HLF_LIVER	0	0	0	0		1	0	0	1	0	1
ERBB4	Deletion		HLF_LIVER	0	0	0	0		1	0	1	1	1	1
FGFR2	Deletion		HLF_LIVER	1	1	0	0	Preclinical	1	0	1	1	1	1
FLCN	Amplification		HLF_LIVER	1	0	0	0		0	0	1	1	1	0
MAFB	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	0	1
N4BP2	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	0	1
NCOA3	Amplification		HLF_LIVER	0	0	0	0		1	0	0	1	1	1
NCOR1	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	1	1
NFATC2	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	0	0
PLCG1	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	1	1
PPM1D	Deletion		HLF_LIVER	0	0	0	0		1	0	1	1	0	1
PTPRT	Amplification		HLF_LIVER	0	0	0	0		1	0	1	1	0	1
RB1	Deletion		HLF_LIVER	1	1	1	0	Guideline	1	1	1	1	1	1
RHOH	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	0	1
RPTOR	Amplification		HLF_LIVER	0	0	0	0		1	0	0	1	0	0
SALL4	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	0	0
SDC4	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	0	0
SPECC1	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	0	0
SRC	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	1	0
TOP1	Amplification		HLF_LIVER	0	0	0	0		0	0	1	1	0	1
TPX2	Amplification		HLF_LIVER	1	1	1	0	Preclinical	0	0	0	1	0	1
ABL1	Amplification		HMC18_BREAST	1	0	0	0		0	0	1	1	1	0
ANKRD11	Deletion		HMC18_BREAST	0	0	0	0		1	0	0	1	0	1
APOBEC3B	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
ARHGAP5	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	0
BRCA2	Amplification		HMC18_BREAST	1	1	0	0	Clinical trial	1	0	1	1	1	1
CDKN2A	Deletion		HMC18_BREAST	1	1	1	0	Preclinical	1	0	1	1	1	1
CNTNAP2	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
CTNND2	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	0
DROSHA	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
ERRFI1	Amplification		HMC18_BREAST	1	0	0	0		1	0	0	1	0	1
FANCD2	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	1	1
FAT4	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	0
FBLN2	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
FHIT	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	1	1
FKBP9	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
GPHN	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	0
HEY1	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
IDH2	Deletion		HMC18_BREAST	1	0	0	0		1	0	1	1	0	1
IGF1R	Deletion		HMC18_BREAST	0	0	0	0		1	0	0	1	1	1
IL2	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	1	1
IL7R	Amplification		HMC18_BREAST	0	0	0	0		1	0	1	1	0	1
JAK2	Deletion		HMC18_BREAST	1	0	0	0		0	0	1	1	1	1
KDM6A	Deletion		HMC18_BREAST	0	0	0	0		1	0	1	1	0	0
LIFR	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
LRP1B	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
MALT1	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	0
MAP2K4	Deletion		HMC18_BREAST	0	0	0	0		1	0	1	1	1	0
MAP3K13	Amplification		HMC18_BREAST	0	0	0	0		1	0	1	1	0	1
MB21D2	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	0
MDS2	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	0
MUC4	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
MYC	Amplification		HMC18_BREAST	1	1	1	0	Clinical evidence	1	0	1	1	1	1
NBEA	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	0
NRG1	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
PAX5	Amplification		HMC18_BREAST	0	0	0	0		1	0	1	1	0	1
PIK3CA	Amplification		HMC18_BREAST	1	1	1	0	Clinical trial	1	1	1	1	1	1
PPARG	Deletion		HMC18_BREAST	0	0	0	0		0	1	1	1	1	1
PTPRD	Deletion		HMC18_BREAST	0	0	0	0		1	1	1	1	0	1
PTPRT	Amplification		HMC18_BREAST	0	0	0	0		1	0	1	1	0	1
RAF1	Deletion		HMC18_BREAST	1	0	0	0		1	0	1	1	1	0
RALGDS	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	1	1
RICTOR	Amplification		HMC18_BREAST	0	0	0	0		1	0	0	1	0	0
RXRA	Deletion		HMC18_BREAST	0	0	0	0		1	1	0	1	1	1
SDHD	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
SMAD4	Deletion		HMC18_BREAST	0	0	0	0		1	1	1	1	1	0
SMARCB1	Deletion		HMC18_BREAST	0	0	0	0		1	0	1	1	0	0
SOX2	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
SRGAP3	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
TBL1XR1	Amplification		HMC18_BREAST	0	0	0	0		0	1	1	1	0	0
TFRC	Amplification		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
TP63	Amplification		HMC18_BREAST	0	0	0	0		1	0	1	1	0	1
VHL	Deletion		HMC18_BREAST	0	0	0	0		1	1	1	1	1	1
XPC	Deletion		HMC18_BREAST	0	0	0	0		0	0	1	1	0	1
ABI1	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
APOBEC3B	Amplification		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
ATM	Deletion		HMCB_SKIN	1	0	0	0		1	0	1	1	1	1
AURKA	Amplification		HMCB_SKIN	1	1	1	0	Preclinical	0	0	0	1	0	1
BIRC3	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	1	1
CRKL	Amplification		HMCB_SKIN	1	1	1	0	Clinical evidence	0	0	0	1	1	1
DDX10	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
EED	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
EWSR1	Deletion		HMCB_SKIN	1	0	0	0		0	0	1	1	0	1
FAM135B	Amplification		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
FAT3	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	0
FHIT	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	1	1
GATA3	Deletion		HMCB_SKIN	1	0	0	0		1	0	1	1	0	1
GMPS	Amplification		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
GNAS	Deletion		HMCB_SKIN	0	0	0	0		1	0	1	1	0	1
JAK2	Deletion		HMCB_SKIN	1	0	0	0		0	0	1	1	1	1
KIF5B	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	0
KLF6	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
LRP1B	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
LZTR1	Amplification		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
MAML2	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	0
MECOM	Amplification		HMCB_SKIN	0	0	0	0		0	1	1	1	1	1
MLF1	Amplification		HMCB_SKIN	0	0	0	0		0	0	1	0	0	1
MLLT10	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	0
PAFAH1B2	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
PDGFB	Amplification		HMCB_SKIN	1	0	0	0		0	0	1	1	1	1
PGR	Deletion		HMCB_SKIN	0	0	0	0		1	1	0	1	0	0
PICALM	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
PIK3CA	Amplification		HMCB_SKIN	1	1	1	0	Clinical trial	1	1	1	1	1	1
POU2AF1	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
PRKCI	Amplification		HMCB_SKIN	0	0	0	0		1	0	0	1	0	1
PTPRD	Deletion		HMCB_SKIN	0	0	0	0		1	1	1	1	0	1
PTPRT	Amplification		HMCB_SKIN	0	0	0	0		1	0	1	1	0	1
SDHD	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
SOX2	Amplification		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
SS18L1	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	0
TBL1XR1	Amplification		HMCB_SKIN	0	0	0	0		0	1	1	1	0	0
WWTR1	Amplification		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
ZBTB16	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	1	1
ZEB1	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	1
ZNF429	Deletion		HMCB_SKIN	0	0	0	0		0	0	1	1	0	0
ABI1	Deletion		HMEL_BREAST	0	0	0	0		0	0	1	1	0	1
CNTNAP2	Deletion		HMEL_BREAST	0	0	0	0		0	0	1	1	0	1
GATA3	Deletion		HMEL_BREAST	1	0	0	0		1	0	1	1	0	1
KLF6	Deletion		HMEL_BREAST	0	0	0	0		0	0	1	1	0	1
LARP4B	Deletion		HMEL_BREAST	0	0	0	0		0	0	1	1	0	0
MLLT10	Deletion		HMEL_BREAST	0	0	0	0		0	0	1	1	0	0
PTPRD	Deletion		HMEL_BREAST	0	0	0	0		1	1	1	1	0	1
PTPRK	Deletion		HMEL_BREAST	0	0	0	0		0	0	1	1	0	1
BCOR	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	1	0	0	0		1	1	1	1	0	0
BCR	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	1	0	0	0		0	0	1	1	1	1
CDH10	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
CDKN2A	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	1	1	1	0	Preclinical	1	0	1	1	1	1
CHIC2	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	0
CLTCL1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	1	1	1	0	0
CRKL	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	1	1	1	0	Clinical evidence	0	0	0	1	1	1
CSMD3	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
DGCR8	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
DROSHA	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
EGFR	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	1	1	1	0	Clinical evidence	1	1	1	1	1	1
ETV1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
EXT1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
FGFR1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	1	1	1	0	Preclinical	1	0	1	1	1	1
FHIT	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	1	1
FIP1L1	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	1	0	0	0		0	0	1	1	0	0
FLT3	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	1	0	0	0		1	0	1	1	1	1
GOPC	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	0
HNRNPA2B1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
HOXA11	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	0
HOXA13	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
HOXA9	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	0
IKZF1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		1	0	1	1	0	1
IL7R	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		1	0	1	1	0	1
IRF4	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		1	0	1	1	0	1
JAK2	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	1	0	0	0		0	0	1	1	1	1
JAK3	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	1	0	0	0		0	0	1	1	0	1
JAZF1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	0
KDR	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		1	1	1	1	0	1
KIT	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	1	1	0	0	Guideline	1	1	1	1	1	1
LIFR	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
LZTR1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
MAPK1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	1	0	0	0		1	1	1	1	1	1
NOTCH1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		1	1	1	1	0	1
NRG1	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
PDGFRA	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	1	0	0	0		1	0	1	1	1	1
RAD21	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
RICTOR	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		1	0	0	1	0	0
ROS1	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	1	0	0	0		0	0	1	1	0	1
SDHA	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		1	0	1	1	0	1
SEPT5	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
SMARCB1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		1	0	1	1	0	0
TP63	Deletion		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		1	0	1	1	0	1
TPM4	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	1
WHSC1L1	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	0
ZNF479	Amplification		HN_UPPER_AERODIGESTIVE_TRACT	0	0	0	0		0	0	1	1	0	0
APOBEC3B	Deletion		HOP62_LUNG	0	0	0	0		0	0	1	1	0	1
ASXL1	Amplification		HOP62_LUNG	1	0	0	0		0	0	1	1	0	0
BCL2	Deletion		HOP62_LUNG	0	0	0	0		1	0	1	1	1	1
BCL3	Amplification		HOP62_LUNG	0	0	0	0		0	0	1	1	0	1
CBLC	Amplification		HOP62_LUNG	0	0	0	0		0	0	1	1	1	0
CCND1	Amplification		HOP62_LUNG	1	1	1	0	Clinical evidence	1	1	1	1	1	1
CCNE1	Amplification		HOP62_LUNG	1	1	1	0	Preclinical	0	0	1	1	1	1
CDKN2A	Deletion		HOP62_LUNG	1	1	1	0	Preclinical	1	0	1	1	1	1
CEBPA	Amplification		HOP62_LUNG	0	0	0	0		0	0	1	1	1	1
CEP89	Amplification		HOP62_LUNG	0	0	0	0		0	0	1	1	0	0
DCC	Deletion		HOP62_LUNG	0	0	0	0		0	1	1	1	1	0
DNMT3B	Amplification		HOP62_LUNG	0	0	0	0		1	0	0	1	0	1
ERC1	Amplification		HOP62_LUNG	0	0	0	0		0	0	1	1	0	0
ERCC2	Amplification		HOP62_LUNG	1	0	0	0		1	0	1	1	0	1
FGFR2	Deletion		HOP62_LUNG	1	1	0	0	Preclinical	1	0	1	1	1	1
IL6ST	Deletion		HOP62_LUNG	0	0	0	0		0	1	1	1	1	1
KDM5A	Amplification		HOP62_LUNG	0	0	0	0		0	0	1	1	0	1
KDM5C	Amplification		HOP62_LUNG	0	0	0	0		0	1	1	1	0	1
KDSR	Deletion		HOP62_LUNG	0	0	0	0		0	0	1	1	0	0
KIAA1598	Deletion		HOP62_LUNG	0	0	0	0		0	0	1	1	0	0
KRAS	Amplification		HOP62_LUNG	1	0	0	0		1	1	1	1	1	1
LEPROTL1	Deletion		HOP62_LUNG	0	0	0	0		0	0	1	1	0	1
LSM14A	Amplification		HOP62_LUNG	0	0	0	0		0	0	1	1	0	1
MALT1	Deletion		HOP62_LUNG	0	0	0	0		0	0	1	1	0	0
MAP3K1	Deletion		HOP62_LUNG	0	0	0	0		1	0	1	1	1	1
MGMT	Deletion		HOP62_LUNG	0	0	0	0		0	0	1	1	0	1
MSI2	Deletion		HOP62_LUNG	0	0	0	0		0	0	1	1	0	1
NT5C2	Deletion		HOP62_LUNG	0	0	0	0		0	0	1	1	0	1
PAK7	Amplification		HOP62_LUNG	0	0	0	0		1	0	0	1	1	0
PIK3R1	Deletion		HOP62_LUNG	0	0	0	0		1	1	1	1	1	1
PLK2	Deletion		HOP62_LUNG	0	0	0	0		1	1	0	1	0	1
PPFIBP1	Amplification		HOP62_LUNG	0	0	0	0		0	0	1	1	0	1
RAD17	Deletion		HOP62_LUNG	0	0	0	0		0	0	1	0	1	1
RAD52	Amplification		HOP62_LUNG	0	0	0	0		1	0	0	1	1	0
SETBP1	Deletion		HOP62_LUNG	1	0	0	0		0	1	1	1	0	1
SIRPA	Amplification		HOP62_LUNG	0	0	0	0		0	0	1	1	0	0
SMAD2	Deletion		HOP62_LUNG	0	0	0	0		1	0	1	1	1	0
SMAD4	Deletion		HOP62_LUNG	0	0	0	0		1	1	1	1	1	0
SMC1A	Amplification		HOP62_LUNG	0	0	0	0		0	1	1	1	0	1
