feature	partner	which_match	model_id	feature_match	feature_match_1	feature_match_2	feature_match_3	feature_match_4	evidence	cancerhotspots_bin	cancerhotspots3D_bin	cgc_bin	cosmic_bin	gsea_pathways_bin	gsea_modules_bin
MYCN	PDE8A	MYCN	SIDM00257	0	0	0	0	0		1	0	1	1	0	1
ANKRD11	MYCNUT	MYCNUT	SIDM00257	0	0	0	0	0		1	0	0	1	0	1
PHKA2	TXLNG	PHKA2	SIDM00257	0	0	0	0	0		0	0	0	1	0	1
MAP2K4	RPL21P122	RPL21P122	SIDM00257	0	0	0	0	0		1	0	1	1	1	0
CASC21	ZFHX3	CASC21	SIDM00258	0	0	0	0	0		0	0	0	0	0	0
B4GALT5	DEFB119	DEFB119	SIDM00258	0	0	0	0	0		0	0	0	1	0	1
FAM153A	FAM153C	FAM153A	SIDM00258	0	0	0	0	0		0	0	0	1	0	0
FGF14-AS1	NBEA	FGF14-AS1	SIDM00258	0	0	0	0	0		0	0	0	0	0	0
HCCAT5	MYC	HCCAT5	SIDM00258	0	0	0	0	0		0	0	0	0	0	0
HMGXB4	TOM1	HMGXB4	SIDM00258	0	0	0	0	0		0	0	0	1	0	1
PCAT1	PMFBP1	PCAT1	SIDM00258	0	0	0	0	0		0	0	0	0	0	0
SLC35A1	TSHZ2	SLC35A1	SIDM00258	0	0	0	0	0		0	0	0	1	0	0
RCC1	UBE2D2	UBE2D2	SIDM00258	0	0	0	0	0		0	0	0	1	0	1
CNTNAP3	TMEM38B	CNTNAP3	SIDM00259	0	0	0	0	0		0	0	0	1	0	0
DRG1	PRKAR1B	DRG1	SIDM00259	0	0	0	0	0		0	0	0	1	0	1
ASH1L	GBAP1	GBAP1	SIDM00259	0	0	0	0	0		0	0	0	1	0	0
GRIN3A	ZCCHC6	GRIN3A	SIDM00259	0	0	0	0	0		0	0	0	1	0	0
LINC01036	LINC01037	LINC01037	SIDM00259	0	0	0	0	0		0	0	0	0	0	0
SLC44A1	TMOD1	SLC44A1	SIDM00259	0	0	0	0	0		0	0	0	1	0	0
SIK3	SORL1	SORL1	SIDM00259	0	0	0	0	0		0	0	0	1	0	1
MFSD14C	ZNF510	ZNF510	SIDM00259	0	0	0	0	0		0	0	0	0	0	0
CTNNAL1	EPB41L4B	EPB41L4B	SIDM00260	0	0	0	0	0		0	0	0	1	0	1
HIC2	PI4KA	PI4KA	SIDM00260	0	0	0	0	0		0	1	0	1	0	1
PLEKHA7	RPS13	PLEKHA7	SIDM00260	0	0	0	0	0		0	0	0	1	0	0
RERE	RPL22	RPL22	SIDM00260	0	0	0	0	0		0	0	0	1	0	1
SERPINE2	WDFY1	SERPINE2	SIDM00260	0	0	0	0	0		0	0	0	1	0	0
DMXL1	TNFAIP8	TNFAIP8	SIDM00260	0	0	0	0	0		0	0	0	1	0	1
ACVR1B	NPHP4	ACVR1B	SIDM00261	0	0	0	0	0		0	1	0	1	0	1
ATG2B	CLMN	CLMN	SIDM00261	0	0	0	0	0		0	0	0	1	0	0
CYP46A1	HECTD1	CYP46A1	SIDM00261	0	0	0	0	0		0	0	0	1	0	1
FHIT	TMEM74B	FHIT	SIDM00261	0	0	0	0	0		0	0	1	1	1	1
IL25	NPAS3	IL25	SIDM00261	0	0	0	0	0		0	0	0	1	0	0
EPS15L1	NLRP12	NLRP12	SIDM00261	0	0	0	0	0		0	1	0	1	0	1
PLEKHA5	ZBTB20	PLEKHA5	SIDM00261	0	0	0	0	0		0	0	0	1	0	0
PHF20	RBL1	RBL1	SIDM00261	0	0	0	0	0		0	0	0	1	0	1
TCF7L1	TRABD2A	TRABD2A	SIDM00261	0	0	0	0	0		0	0	0	1	1	0
CRTC1	ZNF536	ZNF536	SIDM00261	0	0	0	0	0		0	0	1	1	0	0
AMFR	CDH8	AMFR	SIDM00262	0	0	0	0	0		0	0	0	1	0	0
C12orf45	KDM2A	C12orf45	SIDM00262	0	0	0	0	0		0	0	0	1	0	0
C1orf87	PLS1	C1orf87	SIDM00262	0	0	0	0	0		0	0	0	1	0	0
GALNT18	TTC17	GALNT18	SIDM00262	0	0	0	0	0		0	0	0	0	0	0
JADE1	MRPL1	JADE1	SIDM00262	0	0	0	0	0		0	0	0	0	0	0
DSCR4	KCNJ6	KCNJ6	SIDM00262	0	0	0	0	0		0	0	0	1	0	1
ARHGAP6	TBL1X	ARHGAP6	SIDM00263	0	0	0	0	0		0	0	0	1	0	0
C13orf42	WDFY2	C13orf42	SIDM00263	0	0	0	0	0		0	0	0	0	0	0
CERS2	NAV2	CERS2	SIDM00263	0	0	0	0	0		0	0	0	0	0	0
MCM5	TOM1	TOM1	SIDM00263	0	0	0	0	0		0	0	0	1	1	1
FCGRT	LTBP4	LTBP4	SIDM00264	0	0	0	0	0		0	0	0	1	0	1
F9	FGF13	F9	SIDM00265	0	0	0	0	0		0	0	0	1	0	0
FXR1	TBL1XR1	FXR1	SIDM00265	0	0	0	0	0		0	0	0	1	0	0
ADNP	GATA5	GATA5	SIDM00265	0	0	0	0	0		0	0	0	1	0	1
CD47	PLXDC1	PLXDC1	SIDM00265	0	0	0	0	0		0	0	0	1	0	1
CNMD	GLG1	CNMD	SIDM00266	0	0	0	0	0		0	0	0	0	0	0
DGKH	SERTM1	DGKH	SIDM00266	0	0	0	0	0		0	0	0	1	0	0
HMGB1	RCC1	HMGB1	SIDM00266	0	0	0	0	0		0	0	0	1	0	1
LINC01239	MTAP	LINC01239	SIDM00266	0	0	0	0	0		0	0	0	0	0	0
GNG10	UGCG	UGCG	SIDM00266	0	0	0	0	0		0	0	0	1	0	1
CASD1	RSRC1	CASD1	SIDM00267	0	0	0	0	0		0	0	0	1	0	0
CDT1	RIC8B	CDT1	SIDM00267	0	0	0	0	0		0	0	0	1	0	1
KCNH7	PKP4	KCNH7	SIDM00267	0	0	0	0	0		0	0	0	1	0	0
ACVR1	KCNJ3	KCNJ3	SIDM00267	0	0	0	0	0		1	0	1	1	0	1
RSPRY1	WWP2	RSPRY1	SIDM00267	0	0	0	0	0		0	0	0	1	0	0
ADAM18	SAMHD1	ADAM18	SIDM00269	0	0	0	0	0		0	0	0	1	0	0
ANKRD11	PPP2R2A	ANKRD11	SIDM00269	0	0	0	0	0		1	0	0	1	0	1
ANKRD19P	DCC	ANKRD19P	SIDM00269	0	0	0	0	0		0	0	0	0	0	0
CCDC125	ZNF573	CCDC125	SIDM00269	0	0	0	0	0		0	0	0	1	0	0
ENPP1	PIGU	ENPP1	SIDM00269	0	0	0	0	0		0	0	0	1	0	1
ERH	UVRAG	ERH	SIDM00269	0	0	0	0	0		0	0	0	1	0	0
DZIP3	KALRN	KALRN	SIDM00269	0	0	0	0	0		0	0	0	1	0	1
LRRC28	TTC23	LRRC28	SIDM00269	0	0	0	0	0		0	0	0	1	0	0
ENPP1	PET117	PET117	SIDM00269	0	0	0	0	0		0	0	0	1	0	1
C9orf3	MIR205HG	C9orf3	SIDM00270	0	0	0	0	0		0	0	0	1	0	0
BANP	CDH6	CDH6	SIDM00270	0	0	0	0	0		0	0	0	1	0	0
ANKRD6	DEC1	DEC1	SIDM00270	0	0	0	0	0		0	0	0	1	0	1
DOK6	RTTN	DOK6	SIDM00270	0	0	0	0	0		0	0	0	1	0	0
DPY19L3	MICU2	DPY19L3	SIDM00270	0	0	0	0	0		0	0	0	1	0	0
HEPACAM2	TTC39B	HEPACAM2	SIDM00270	0	0	0	0	0		0	0	0	1	0	0
CACNB3	KRT6A	KRT6A	SIDM00270	0	0	0	0	0		0	0	0	1	0	1
LINC00324	PER1	LINC00324	SIDM00270	0	0	0	0	0		0	0	0	0	0	0
NEMP1	R3HDM2	NEMP1	SIDM00270	0	0	0	0	0		0	0	0	0	0	0
NRIP1	SNAPC3	NRIP1	SIDM00270	0	0	0	0	0		0	0	0	1	0	1
FBXW7	RPS6KA5	RPS6KA5	SIDM00270	0	0	0	0	0		1	1	1	1	0	0
SLC35A1	TSHZ2	SLC35A1	SIDM00270	0	0	0	0	0		0	0	0	1	0	0
STMP1	WBP4	STMP1	SIDM00270	0	0	0	0	0		0	0	0	0	0	0
PXMP4	TMPRSS7	TMPRSS7	SIDM00270	0	0	0	0	0		0	0	0	1	0	1
AGO2	TRAPPC9	TRAPPC9	SIDM00270	0	0	0	0	0		0	0	0	0	0	0
APBB2	ZNF780B	ZNF780B	SIDM00270	0	0	0	0	0		0	0	0	1	0	0
ADK	LRMDA	ADK	SIDM00271	0	0	0	0	0		0	0	0	1	0	1
ANXA3	FRAS1	ANXA3	SIDM00271	0	0	0	0	0		0	0	0	1	0	1
ARHGAP39	BOP1	BOP1	SIDM00271	0	0	0	0	0		0	0	0	1	0	0
C16orf89	PPL	C16orf89	SIDM00271	0	0	0	0	0		0	0	0	1	0	0
C2orf68	RETSAT	C2orf68	SIDM00271	0	0	0	0	0		0	0	0	1	0	0
DNAJC4	ESRRA	DNAJC4	SIDM00271	0	0	0	0	0		0	0	0	1	0	1
EIF5A2	TNIK	EIF5A2	SIDM00271	0	0	0	0	0		0	0	0	1	0	0
AGO3	FLYWCH1	FLYWCH1	SIDM00271	0	0	0	0	0		0	0	0	0	0	0
GGA3	USP32	GGA3	SIDM00271	0	0	0	0	0		0	0	0	1	0	0
FAM45A	GRK5	GRK5	SIDM00271	0	0	0	0	0		0	0	0	1	0	0
LAMB1	LAMB4	LAMB4	SIDM00271	0	0	0	0	0		0	0	0	1	1	1
LSM7	TMEM259	LSM7	SIDM00271	0	0	0	0	0		0	0	0	1	0	1
MAD1L1	SNX8	MAD1L1	SIDM00271	0	0	0	0	0		0	0	0	1	1	1
COX8A	NAA40	NAA40	SIDM00271	0	0	0	0	0		0	0	0	1	0	1
LSM14A	SCGB2B2	SCGB2B2	SIDM00271	0	0	0	0	0		0	0	1	1	0	1
DNM2	SLC44A2	SLC44A2	SIDM00271	0	0	0	0	0		0	1	1	1	0	1
SLC27A4	STXBP1	STXBP1	SIDM00271	0	0	0	0	0		0	0	0	1	0	1
ARHGAP10	TMEM184C	TMEM184C	SIDM00271	0	0	0	0	0		0	0	0	1	0	0
PARVA	USP47	USP47	SIDM00271	0	0	0	0	0		0	0	0	1	0	1
TUBA1C	WNT1	WNT1	SIDM00271	0	0	0	0	0		0	0	0	1	0	0
NSD1	ZNF346	ZNF346	SIDM00271	0	0	0	0	0		1	1	1	1	0	1
RHPN2	ZNF507	ZNF507	SIDM00271	0	0	0	0	0		0	0	0	1	0	0
AGBL1	GPCPD1	AGBL1	SIDM00272	0	0	0	0	0		0	0	0	1	0	0
EIF4E3	FOXP1	EIF4E3	SIDM00272	0	0	0	0	0		0	0	0	1	0	0
ITGB4	UNK	ITGB4	SIDM00272	0	0	0	0	0		0	0	0	1	0	1
FAM172A	KIAA0825	KIAA0825	SIDM00272	0	0	0	0	0		0	0	0	1	0	0
MAP3K3	MYO15B	MAP3K3	SIDM00272	0	0	0	0	0		0	0	0	1	0	0
NKAIN2	TCF12	NKAIN2	SIDM00272	0	0	0	0	0		0	0	0	1	0	0
PFKFB1	UBA1	PFKFB1	SIDM00272	0	0	0	0	0		0	0	0	1	0	1
PRKCA	SLC35B1	PRKCA	SIDM00272	0	0	0	0	0		0	0	0	1	1	1
FIRRE	SART1	SART1	SIDM00272	0	0	0	0	0		0	0	0	0	0	0
MECP2	TMLHE	TMLHE	SIDM00272	0	0	0	0	0		0	0	0	1	0	1
BBS1	RBM14	BBS1	SIDM00273	0	0	0	0	0		0	0	0	1	0	1
CIT	TXNRD1	CIT	SIDM00273	0	0	0	0	0		0	0	0	1	0	0
DLG2	TRIO	DLG2	SIDM00273	0	0	0	0	0		0	0	0	1	0	0
EYA2	RPTOR	EYA2	SIDM00273	0	0	0	0	0		0	0	0	1	0	1
AIDA	FGGY	FGGY	SIDM00273	0	0	0	0	0		0	0	0	1	0	0
HBS1L	IQCG	HBS1L	SIDM00273	0	0	0	0	0		0	0	0	1	0	0
CASC4	LINGO1	LINGO1	SIDM00273	0	0	0	0	0		0	0	0	1	0	0
MAP3K5	SIN3A	MAP3K5	SIDM00273	0	0	0	0	0		0	0	0	1	1	0
FHOD3	MOCOS	MOCOS	SIDM00273	0	0	0	0	0		0	0	0	1	0	0
LACTB	NEDD4	NEDD4	SIDM00273	0	0	0	0	0		0	0	0	1	0	1
OMA1	ST6GALNAC5	ST6GALNAC5	SIDM00273	0	0	0	0	0		0	0	0	1	0	0
TMEM104	TMEM94	TMEM104	SIDM00273	0	0	0	0	0		0	0	0	1	0	0
PTGFRN	USP33	USP33	SIDM00273	0	0	0	0	0		0	0	0	1	0	1
ERC1	WNK1	WNK1	SIDM00273	0	0	0	0	0		0	0	1	1	0	0
ARHGEF2	GON4L	ARHGEF2	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
C16orf89	PPL	C16orf89	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
CACYBP	RABGAP1L	CACYBP	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
CASC21	NCALD	CASC21	SIDM00274	0	0	0	0	0		0	0	0	0	0	0
BOLA3	CCDC142	CCDC142	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
CEP55	NRG3	CEP55	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
CNIH2	PELI3	CNIH2	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
CD46	CR1L	CR1L	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
CYP3A4	SGCE	CYP3A4	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
DNAJC5	OPRL1	DNAJC5	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
DPYSL4	INPP5A	DPYSL4	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
HDDC2	NCALD	HDDC2	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
ABCA10	HOXB-AS3	HOXB-AS3	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
INPP5A	JAKMIP3	JAKMIP3	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
LGALS1	TRIOBP	LGALS1	SIDM00274	0	0	0	0	0		0	1	0	1	0	1
ASCC1	MICU1	MICU1	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
FHOD3	MOCOS	MOCOS	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
MOCS2	SMARCA4	MOCS2	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
BOLA3	MRPL53	MRPL53	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
APOL2	MYH9	MYH9	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
NDUFC1	SETD7	NDUFC1	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
MAPK11	PLXNB2	PLXNB2	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
PLPPR3	SBNO2	SBNO2	SIDM00274	0	0	0	0	0		0	0	0	0	0	0
SH3BGRL2	TTK	SH3BGRL2	SIDM00274	0	0	0	0	0		0	0	0	1	0	0
GATD3A	SHISA5	SHISA5	SIDM00274	0	0	0	0	0		0	0	0	0	0	0
KIF1B	UBE4B	UBE4B	SIDM00274	0	0	0	0	0		0	0	0	1	0	1
UBR5	ZNF706	UBR5	SIDM00274	0	0	0	0	0		0	0	1	1	0	1
ANXA2	RORA	ANXA2	SIDM00276	0	0	0	0	0		0	0	0	1	0	1
EIF5A	FTH1	EIF5A	SIDM00276	0	0	0	0	0		0	0	0	1	0	1
FTH1	HNRNPL	FTH1	SIDM00276	0	0	0	0	0		0	0	0	1	0	1
FTH1	MTCH1	FTH1	SIDM00276	0	0	0	0	0		0	0	0	1	0	1
EARS2	GLIS3	GLIS3	SIDM00276	0	0	0	0	0		0	0	0	1	0	1
ANKLE2	HDLBP	HDLBP	SIDM00276	0	0	0	0	0		0	1	0	1	0	0
ADK	KAT6B	KAT6B	SIDM00276	0	0	0	0	0		0	0	0	1	0	1
KIF23	MBD3	KIF23	SIDM00276	0	0	0	0	0		0	0	0	1	0	1
RGP1	TMEM8B	RGP1	SIDM00276	0	0	0	0	0		0	0	0	1	0	1
DUSP14	TADA2A	TADA2A	SIDM00276	0	0	0	0	0		0	0	0	1	0	1
COPS7B	GIGYF2	GIGYF2	SIDM00277	0	0	0	0	0		0	0	0	1	0	1
FAM168A	IDO2	IDO2	SIDM00277	0	0	0	0	0		0	0	0	1	0	1
MGAM	SSBP1	MGAM	SIDM00277	0	0	0	0	0		0	0	0	1	0	1
MRPL3	RCC1	MRPL3	SIDM00277	0	0	0	0	0		0	1	0	1	0	1
DUSP22	STMND1	STMND1	SIDM00277	0	0	0	0	0		0	0	0	1	0	0
CCPG1	DNAAF4-CCPG1	DNAAF4-CCPG1	SIDM00278	0	0	0	0	0		0	0	0	1	0	1
GABRB1	NFXL1	GABRB1	SIDM00278	0	0	0	0	0		0	0	0	1	0	1
LINC00393	NALCN	LINC00393	SIDM00278	0	0	0	0	0		0	0	0	0	0	0
CD44	PAMR1	PAMR1	SIDM00278	0	0	0	0	0		0	0	0	1	0	1
AFAP1	RPL9	AFAP1	SIDM00279	0	0	0	0	0		0	0	0	1	0	1
ASTN1	WASF3	ASTN1	SIDM00279	0	0	0	0	0		0	0	0	1	0	0
C19orf44	CACNA1A	C19orf44	SIDM00279	0	0	0	0	0		0	0	0	1	0	0
ALG12	DENND6B	DENND6B	SIDM00279	0	0	0	0	0		0	0	0	1	0	1
GCM1	NCK2	GCM1	SIDM00279	0	0	0	0	0		0	0	0	1	0	1
HAPLN1	UBE2D2	HAPLN1	SIDM00279	0	0	0	0	0		0	0	0	1	0	1
GPC6	LYPLAL1-DT	LYPLAL1-DT	SIDM00279	0	0	0	0	0		0	0	0	1	0	0
MINPP1	PAPSS2	MINPP1	SIDM00279	0	0	0	0	0		0	0	0	1	0	0
GRM4	NUDT3	NUDT3	SIDM00279	0	0	0	0	0		0	0	0	1	0	1
CADPS	PTPRG-AS1	PTPRG-AS1	SIDM00279	0	0	0	0	0		0	0	0	1	0	1
RNF141	SBF2	RNF141	SIDM00279	0	0	0	0	0		0	0	0	1	0	0
NPEPPS	RPH3AL	RPH3AL	SIDM00279	0	0	0	0	0		0	0	0	1	0	0
SCN8A	SLC4A8	SLC4A8	SIDM00279	0	0	0	0	0		0	0	0	1	0	1
SYCE2	ZNF490	SYCE2	SIDM00279	0	0	0	0	0		0	0	0	1	0	0
TP53BP1	TTBK2	TP53BP1	SIDM00279	0	0	0	0	0		0	0	0	1	0	0
ADCY7	NKD1	ADCY7	SIDM00280	0	0	0	0	0		0	0	0	1	0	1
AP3S1	SLC12A2	AP3S1	SIDM00280	0	0	0	0	0		0	0	0	1	0	1
CWC27	GRIA4	GRIA4	SIDM00280	0	0	0	0	0		0	0	0	1	0	0
SAP130	WDR33	SAP130	SIDM00280	0	0	0	0	0		0	0	0	1	0	0
SNU13	XRCC6	XRCC6	SIDM00280	0	0	0	0	0		0	0	0	0	0	0
APC	YTHDC2	YTHDC2	SIDM00280	0	0	0	0	0		1	0	1	1	1	1
ARVCF	RBFOX2	ARVCF	SIDM00281	0	0	0	0	0		0	0	0	1	0	1
ERC2	PAK2	ERC2	SIDM00281	0	0	0	0	0		0	0	0	1	0	0
FBXO7	SNRPD3	FBXO7	SIDM00281	0	0	0	0	0		0	0	0	1	0	1
CTNNA1	PAK2	PAK2	SIDM00281	0	0	0	0	0		0	0	0	1	1	1
LARGE1	RANGAP1	RANGAP1	SIDM00281	0	0	0	0	0		0	0	0	0	0	0
RCC1	SEPT9	SEPT9	SIDM00281	0	0	0	0	0		0	0	0	1	0	1
NCOR2	UBC	UBC	SIDM00281	0	0	0	0	0		0	0	1	1	0	0
LCAT	PSMB10	LCAT	SIDM00282	0	0	0	0	0		0	1	0	1	0	1
ATP6V0D1	CA6	CA6	SIDM00283	0	0	0	0	0		0	0	0	1	0	1
CPSF6	IGKC	IGKC	SIDM00283	0	0	0	0	0		0	0	0	1	0	1
CCDC122	TSC22D1	TSC22D1	SIDM00283	0	0	0	0	0		0	0	0	1	0	0
CASTOR3	LINGO2	CASTOR3	SIDM00284	0	0	0	0	0		0	0	0	0	0	0
BCL2L13	MLC1	MLC1	SIDM00284	0	0	0	0	0		0	0	0	1	0	1
ARID4A	SYT1	ARID4A	SIDM00285	0	0	0	0	0		0	0	0	1	0	0
DDX1	GBP4	DDX1	SIDM00285	0	0	0	0	0		0	0	0	1	0	1
DDX1	NBAS	DDX1	SIDM00285	0	0	0	0	0		0	0	0	1	0	1
FAM193A	RGS12	RGS12	SIDM00285	0	0	0	0	0		0	0	0	1	0	0
SLC35A1	TSHZ2	SLC35A1	SIDM00285	0	0	0	0	0		0	0	0	1	0	0
ANKIB1	TEAD3	TEAD3	SIDM00285	0	0	0	0	0		0	0	0	1	0	0
DDX1	NBAS	DDX1	SIDM00286	0	0	0	0	0		0	0	0	1	0	1
GKAP1	UBQLN1	GKAP1	SIDM00286	0	0	0	0	0		0	0	0	1	0	0
CDAN1	ZNF589	CDAN1	SIDM00287	0	0	0	0	0		0	0	0	1	0	0
LINC01600	UBE4B	LINC01600	SIDM00287	0	0	0	0	0		0	0	0	0	0	0
PLXNA2	STIMATE	PLXNA2	SIDM00287	0	0	0	0	0		0	0	0	1	0	1
LINC01237	PPFIA1	PPFIA1	SIDM00287	0	0	0	0	0		0	0	0	0	0	0
SERPINB5	VPS4B	SERPINB5	SIDM00287	0	0	0	0	0		0	0	0	1	0	1
ACTR10	PSMA3	ACTR10	SIDM00290	0	0	0	0	0		0	0	0	1	0	0
BLVRA	COA1	COA1	SIDM00290	0	0	0	0	0		0	0	0	1	0	1
CSMD3	LINC00824	CSMD3	SIDM00290	0	0	0	0	0		0	0	1	1	0	1
ACIN1	EFS	EFS	SIDM00290	0	0	0	0	0		0	0	0	1	0	1
KIAA1958	LINGO2	LINGO2	SIDM00290	0	0	0	0	0		0	0	0	1	0	0
NSMCE2	WASHC5	NSMCE2	SIDM00290	0	0	0	0	0		0	0	0	1	0	0
CCS	PACS1	PACS1	SIDM00290	0	0	0	0	0		0	0	0	1	0	1
FANCC	PTCH1	PTCH1	SIDM00290	0	0	0	0	0		0	0	1	1	1	1
CNOT9	RUFY4	RUFY4	SIDM00290	0	0	0	0	0		0	0	0	0	0	0
RERE	SLC2A5	SLC2A5	SIDM00290	0	0	0	0	0		0	0	0	1	0	1
MAPT	SPECC1L	SPECC1L	SIDM00290	0	0	0	0	0		0	0	0	1	0	1
TAF2	ZHX1	TAF2	SIDM00290	0	0	0	0	0		0	0	0	1	0	1
HSD17B4	TNFAIP8	TNFAIP8	SIDM00290	0	0	0	0	0		0	0	0	1	0	1
SMCHD1	XPC	XPC	SIDM00290	0	0	0	0	0		0	0	0	1	0	1
CHRM3	FMN2	CHRM3	SIDM00291	0	0	0	0	0		0	0	0	1	0	1
COG6	ZMYM2	COG6	SIDM00291	0	0	0	0	0		0	0	0	1	0	0
DIXDC1	SIK2	DIXDC1	SIDM00291	0	0	0	0	0		0	0	0	1	0	1
DLGAP4	SNPH	DLGAP4	SIDM00291	0	0	0	0	0		0	0	0	1	0	1
GIMD1	TBCK	GIMD1	SIDM00291	0	0	0	0	0		0	0	0	0	0	0
IL1RAP	P3H2	P3H2	SIDM00291	0	0	0	0	0		0	0	0	1	0	1
BAZ2A	PDZRN4	PDZRN4	SIDM00291	0	0	0	0	0		0	0	0	1	0	0
PLD1	TMEM41A	PLD1	SIDM00291	0	0	0	0	0		0	0	0	1	1	1
PTPRR	TMTC3	PTPRR	SIDM00291	0	0	0	0	0		0	1	0	1	0	1
MIR146A	PTTG1	PTTG1	SIDM00291	0	0	0	0	0		0	0	0	0	0	0
DNAJC11	SDC3	SDC3	SIDM00291	0	0	0	0	0		0	0	0	1	0	1
SKIL	SLC2A2	SLC2A2	SIDM00291	0	0	0	0	0		0	0	0	1	1	0
KIF16B	SNRPB2	SNRPB2	SIDM00291	0	0	0	0	0		0	0	0	1	0	0
PA2G4	USP30	USP30	SIDM00291	0	0	0	0	0		0	0	0	1	0	0
TUBB3	VGF	VGF	SIDM00291	0	0	0	0	0		0	0	0	1	0	1
ABHD6	CHDH	ABHD6	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
CMIP	WWOX	CMIP	SIDM00292	0	0	0	0	0		0	0	0	1	0	0
HACD3	INO80	HACD3	SIDM00292	0	0	0	0	0		0	0	0	0	0	0
HERC2	PDCD6IP	HERC2	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
HMGN3	PHIP	HMGN3	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
ENAH	LIN9	LIN9	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
LINC01036	LINC01037	LINC01037	SIDM00292	0	0	0	0	0		0	0	0	0	0	0
NEK11	WDPCP	NEK11	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
PIKFYVE	PTH2R	PIKFYVE	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
PLCB1	PLCB4	PLCB4	SIDM00292	0	0	0	0	0		0	0	0	1	1	1
DCAKD	PLCD3	PLCD3	SIDM00292	0	0	0	0	0		0	0	0	1	0	0
RASSF2	RNF24	RASSF2	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
JAKMIP2	SCGB3A2	SCGB3A2	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
BBOX1-AS1	SLC5A12	SLC5A12	SIDM00292	0	0	0	0	0		0	0	0	0	0	0
MXI1	SORCS1	SORCS1	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
MYBL1	VCPIP1	VCPIP1	SIDM00292	0	0	0	0	0		0	0	0	1	0	1
ARHGEF10L	EPB41	ARHGEF10L	SIDM00293	0	0	0	0	0		0	0	1	1	0	0
CYP46A1	WDR25	CYP46A1	SIDM00293	0	0	0	0	0		0	0	0	1	0	1
EIF2AK2	HEATR5B	EIF2AK2	SIDM00293	0	0	0	0	0		0	1	0	1	0	1
EIF2B3	TMEM53	EIF2B3	SIDM00293	0	0	0	0	0		0	0	0	1	0	1
GID4	PHB	GID4	SIDM00293	0	0	0	0	0		0	0	0	0	0	0
GPR156	GSK3B	GPR156	SIDM00293	0	0	0	0	0		0	0	0	1	0	0
FLRT1	NAA40	NAA40	SIDM00293	0	0	0	0	0		0	0	0	1	0	1
CLTC	YPEL2	YPEL2	SIDM00293	0	0	0	0	0		0	1	1	1	0	1
ARHGEF3	FAM208A	ARHGEF3	SIDM00294	0	0	0	0	0		0	0	0	1	0	0
BEGAIN	DEGS2	BEGAIN	SIDM00294	0	0	0	0	0		0	0	0	1	0	1
CHD7	CLVS1	CHD7	SIDM00294	0	0	0	0	0		0	0	0	1	0	1
COQ10A	FAM117A	COQ10A	SIDM00294	0	0	0	0	0		0	0	0	1	0	0
DNM2	SMARCA4	DNM2	SIDM00294	0	0	0	0	0		0	1	1	1	0	1
CDKAL1	E2F3	E2F3	SIDM00294	0	0	0	0	0		0	0	0	1	0	0
FBXL14	KDM5A	FBXL14	SIDM00294	0	0	0	0	0		0	0	0	1	0	0
GCGR	LRRC45	GCGR	SIDM00294	0	0	0	0	0		0	0	0	1	0	1
ITGB3BP	RCC1	ITGB3BP	SIDM00294	0	0	0	0	0		0	0	0	1	0	1
ITGA3	KAT7	KAT7	SIDM00294	0	0	0	0	0		0	0	0	1	1	1
C12orf57	NCAPD2	NCAPD2	SIDM00294	0	0	0	0	0		0	0	0	1	0	0
NFAM1	OGFRP1	OGFRP1	SIDM00294	0	0	0	0	0		0	0	0	1	0	0
EFCAB2	SDCCAG8	SDCCAG8	SIDM00294	0	0	0	0	0		0	0	0	1	0	1
SLC39A9	SUSD6	SLC39A9	SIDM00294	0	0	0	0	0		0	0	0	1	0	0
PTK2	SLC45A4	SLC45A4	SIDM00294	0	0	0	0	0		0	0	0	1	1	0
TMEM206	ZNF738	ZNF738	SIDM00294	0	0	0	0	0		0	0	0	1	0	1
